100,6.474,0,0,1.4658,0.39139,0,0,0,0,0,4.712,0,0,0,0,4.0719,4.4255,0,0,0,0,0,0,0,0,0,5.0064,0,6.2189,0,8.8561,0,0,0,0,0,0,0,0,2.0979,0,0,0,5.474,2.5873,0,0
1.259,100,0,0.79787,0.97276,0,1.0695,0,0,2.269,2.9754,1.087,0,3.4771,3.1123,0,3.2984,4.5383,0,0,0,0,3.8911,0,0,2.965,3.8069,1.2681,0,0,0,0,0,0,1.7784,0,0,2.9491,0,3.0769,0,2.583,0,0,0,0,0.11779,0
0,3.2313,100,0,2.5719,0,0,0,0,2.6217,4.4297,0,0,7.6512,7.0281,0,0,0,0,3.7825,3.4079,0,0,0,0,0,0.39216,0,0,0,5.7297,0,0,0,0,0,0,0,1.0204,0.99834,1.1041,0,2.4064,3.7851,0,1.7118,6.3752,0
0,0,0,100,0,0,3.212,0,0,0,1.6026,0,0.72993,3.4146,0,0,2.6135,1.9749,0,5.5324,0,0,2.6,2.3112,0,3.7241,0,0,2.9762,0,1.6713,1.6667,0,0,0,0,0,0,0,0,0,0,0,0,1.5504,0,0,0
1.2658,2.72,4.1834,3.1856,100,0,2.0934,10.298,3.1128,0,0,4.6154,2.2967,0,0,0,3.6849,3.3708,3.3171,0.37665,3.2209,0,0,0.91533,0,4.5574,3.1475,0,0.78585,0,0,0.39164,0,0,2.6125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.2016,0,0,0,100,3.7603,0,0,0,0,0,0,0,0,0,0,7.4592,0,0,0,0,2.8302,0,0,4.2413,6.8966,1.1494,0,0,2.6316,0,0,0,0,0,0,0.52083,0,1.3072,0,4.818,0,0,0,0,0,0
1.7153,2.4242,0,1.8676,3.4899,2.2569,100,7.0807,1.0601,3.8007,0,0,4.6737,0,0.74405,0,3.652,0.17513,2.8921,0,1.7176,0.97324,2.0151,3.626,4.5584,0,0,1.7442,0,0,4.3592,0,0,0,0,0,0,0,0,0,0,0,0,3.0534,0,0,0,0
2.5232,3.6026,0,0,6.9742,0,7.3292,100,0,0,0.88028,5.2217,4.3165,0,0,0,0,3.3569,3.8774,1.6667,2.5391,0.95923,4.2614,0,0,0.34483,1.7341,0,0.57471,0,2.4691,1.2478,0.16892,0,0,5.0725,0,5.2438,4.8202,0,0,0,0,5.2248,4.797,0.31201,0.68143,0
0,0,0,2.2634,0,1.6973,0,3.2553,100,2.7397,2.5641,4.3515,0,0,0,0,0,0,3.2544,3.2342,5.0922,2.925,2.0316,2.1559,4.5082,3.4783,3.3932,0,0,0,0,0,6.4935,0,2.0741,0,0,0,0,4.343,3.0418,2.6172,0,3.6225,0,1.3554,0,0
3.7373,4.0274,0,0.89686,3.7594,0,0.42017,1.1667,1.8233,100,14.237,13.892,4.3956,5.8266,0,6.9519,4.2553,0,0,0,0.44843,0,0,0,0,4.9958,3.5,0.18975,0,0,3.6036,3.0769,0,0,1.5988,0,0,0,5.8238,6.0271,3.5429,1.7366,0,0.17182,8.593,5.138,4.3545,0
0,0,0,2.8754,0,0,0.60606,0.93284,3.913,14.604,100,22.451,0,0,0,5.2215,1.34,0,0,4.2471,0,0,0,2.8617,1.2072,0,0,0,0,0,0.92421,0,0,4.1237,0,0,0,0,0,3.0651,0,0,0,3.1323,1.5988,4.1203,3.5945,1.8272
1.8832,6.7031,5.1245,0,5.0847,0,4.1389,0,0,5.7143,22.585,100,0,0,0.33058,0,2.9207,0,4.7912,3.1969,2.2847,1.2315,4.1444,0,3.1967,0,3.2407,0,2.1962,0,1.9526,1.4109,3.8095,0,2.2923,2.4096,1.3493,0,0,0,3.7889,0.50934,0,0,3.4696,5.7216,0.47022,5.1075
3.2061,1.0776,1.0504,5.2229,1.0563,0,3.6879,0.90744,0,3.1505,0,0,100,0,0,3.2374,0.20877,7.3034,0,4.5062,0,0,0.94162,0,0,2.719,5.303,0.6,0,3.9487,0,3.2078,7.0979,0,0,0,0,0,0,0,0,0,0,0,7.5342,0,0,5.0205
2.7778,0,5.9022,0,4.385,0,0,2.8497,0,3.9194,0,0,0,100,0,1.788,0,0.20576,0,4.078,0,5.5394,0,5.1724,0,0,3.6757,0,1.0327,0,0.5597,0,0,0,0,1.2839,0,0,0,0,0,0,4.7619,0.97879,3.712,0,0,0
1.5314,4.0752,6.2756,0,0,5.1607,2.4747,0,0,12.168,2.2849,4.698,0,0,100,0,8.9197,3.8986,4.0976,0.56075,0,0,0.46512,3.7433,0,3.4783,0,4.7865,2.6087,0,5.9157,0,0,4.7342,3.1363,5.0707,2.3944,0,0,0,0,3.6026,0,0,0,4.8544,5.0909,2.0867
1.8425,4.3431,0,0,5.7692,0,0,0.9375,2.4814,3.1515,2.1277,0,2.8351,4,0,100,0,1.9856,0.35088,0,0,4.4183,2.9279,0,0,0,7.7056,1.1516,6.699,0,0.5597,0,0,0,0,0,0,8.7487,0,0,0,0,3.1335,3.8593,0,0,1.4901,1.9034
0,2.9668,0,0,2.9366,0,2.6667,0.5597,0,3.4175,0.18282,0,0,0,0,0,100,6.3559,5.7331,6.1688,4.5679,0,0,4.6773,0,0.87413,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8536,0,1.5898,0,0,0,3.6442,0,0
6.2999,2.2222,0,5.7566,2.736,0,0,0,0,0,0.17483,0,5.5118,0,0,0,2.809,100,0,0,2.1459,0,1.2797,1.4451,3.5088,0.69085,0,4.0208,0,0,4.8203,0,0,0,0.82372,1.3514,0,0,2.8986,0,3.2832,1.2365,0,2.2825,2.0588,3.1782,0,0
6.0811,2.0755,0,2.7523,0,0,0,0,0,0,0,0,7.1667,1.1785,0,3.1079,1.3566,0,100,0,0,2.6362,0.24272,0.92807,0,0,0,0.88183,0,0,0,0,3.4446,0,0,0.64725,1.5552,0,3.8293,0,0,0,2.1601,2.2792,3.3854,0,0,0
0,1.1321,2.7915,4.1734,3.0543,0,0,0,0,3.8194,5.483,3.4048,0.87719,1.952,4.4824,0,5.5394,1.761,0.97245,100,0,0.50761,3.4868,5.609,5.5895,2.4011,0,0,3.2587,0,0.88496,1.0017,0,2.9959,0,4.3742,1.6105,0,0,0,4.4262,0,1.4785,3.7298,2.2989,1.9178,0,0
0,1.3913,2.7304,0,0,0,1.5517,0,4.1543,0,0.51195,0.19084,0,0,0,0,0,0.59055,0,0,100,1.2605,0,3.7677,1.4113,3.4682,0,0,3.7645,0,0,0,0,0,0,0,2.0752,0,0,0,0,0.16722,0,0,2.3192,0,5.042,4.2318
3.9539,0,0,3.3626,3.9046,0,0,3.0065,0,2.8401,0,0,0,0,2.407,0,0,0,0.35971,0,0,100,0,1.912,0,1.7677,1.4049,2.4194,4.5624,0,0,0,0.31447,2.5298,0,2.71,4.0504,0,0,0,0,4.5802,0,0,3.712,0,0,0
0,3.125,0,1.1952,0,2.3743,1.7628,5.1948,0,3.7675,2.3416,0.91408,0,0,0,1.2281,0,0,5.3106,0,2.1033,2.3656,100,1.8828,0,0,0,0.20121,0,0,0,0.18553,0,0,0,0,0,0,4.9345,0,0,0,0,0,0,3.5377,0.36101,0
0.92081,0.23041,3.1199,0.23641,0.90909,0,0.82816,0,0,0,0.50676,0,0,1.6474,0,0,2.1341,1.5707,1.5083,0.57803,5.4813,0,0.23641,100,0,0,3.8319,3.2765,0,0,0,0,0,0,0,0,5.2419,5.1677,3.5461,1.3817,0,0,0,0,0,10.888,0.52083,5.7143
0,1.8771,0,0,0,4.9462,2.4194,0.20408,0.3663,0,2.1097,3.7281,5.3719,8.6675,0,5.6731,2.7555,4.3373,0,3.4711,1.3072,0,0,0,100,0.67114,3.2129,10.329,0,0.35907,0,0,2.474,0,1.4304,3.4632,0,0,0,5.2934,0,3.6961,0,1.2422,1.0187,0,0,0
